docID,wordID,frequency,hitlist
0,0,4,"3, 0;0, 62;0, 65;2, 1"
0,1,2,"3, 1;0, 465"
0,2,1,"3, 2"
0,3,1,"3, 4"
0,4,1,"0, 0"
0,5,1,"0, 2"
0,6,1,"0, 3"
0,7,1,"0, 5"
0,8,2,"0, 6;0, 1017"
0,9,4,"0, 7;0, 296;0, 369;0, 1018"
0,10,4,"0, 9;0, 287;0, 420;0, 1020"
0,11,3,"0, 10;0, 343;0, 1021"
0,12,5,"0, 12;0, 17;0, 24;0, 248;0, 1023"
0,13,2,"0, 16;0, 961"
0,14,2,"0, 19;0, 275"
0,15,2,"0, 21;0, 286"
0,16,1,"0, 23"
0,17,1,"0, 27"
0,18,1,"0, 33"
0,19,1,"0, 35"
0,20,1,"0, 43"
0,21,5,"0, 44;0, 68;0, 743;0, 755;0, 969"
0,22,1,"0, 48"
0,23,3,"0, 52;0, 211;0, 927"
0,24,1,"0, 53"
0,25,2,"0, 55;0, 509"
0,26,2,"0, 58;0, 989"
0,27,1,"0, 59"
0,28,1,"0, 61"
0,29,1,"0, 63"
0,30,3,"0, 66;2, 2;2, 5"
0,31,1,"0, 70"
0,32,1,"0, 74"
0,33,1,"0, 77"
0,34,1,"0, 78"
0,35,1,"0, 80"
0,36,3,"0, 81;0, 316;0, 552"
0,37,1,"0, 87"
0,38,2,"0, 93;0, 103"
0,39,1,"0, 95"
0,40,2,"0, 97;0, 921"
0,41,1,"0, 99"
0,42,2,"0, 105;0, 399"
0,43,1,"0, 107"
0,44,1,"0, 109"
0,45,1,"0, 111"
0,46,1,"0, 113"
0,47,1,"0, 115"
0,48,1,"0, 117"
0,49,1,"0, 118"
0,50,6,"0, 120;0, 650;0, 882;0, 902;0, 936;0, 977"
0,51,1,"0, 122"
0,52,1,"0, 124"
0,53,1,"0, 125"
0,54,1,"0, 130"
0,55,1,"0, 131"
0,56,1,"0, 134"
0,57,1,"0, 135"
0,58,2,"0, 136;0, 584"
0,59,1,"0, 137"
0,60,3,"0, 138;0, 468;0, 896"
0,61,1,"0, 140"
0,62,1,"0, 142"
0,63,1,"0, 143"
0,64,1,"0, 145"
0,65,1,"0, 147"
0,66,1,"0, 151"
0,67,1,"0, 153"
0,68,1,"0, 155"
0,69,1,"0, 158"
0,70,1,"0, 160"
0,71,1,"0, 162"
0,72,1,"0, 163"
0,73,1,"0, 165"
0,74,1,"0, 167"
0,75,1,"0, 169"
0,76,1,"0, 172"
0,77,2,"0, 173;0, 283"
0,78,1,"0, 175"
0,79,1,"0, 177"
0,80,1,"0, 180"
0,81,2,"0, 182;0, 654"
0,82,2,"0, 184;0, 397"
0,83,1,"0, 188"
0,84,2,"0, 190;0, 200"
0,85,1,"0, 193"
0,86,1,"0, 195"
0,87,1,"0, 196"
0,88,1,"0, 198"
0,89,1,"0, 203"
0,90,2,"0, 206;0, 404"
0,91,1,"0, 207"
0,92,1,"0, 209"
0,93,1,"0, 215"
0,94,1,"0, 217"
0,95,1,"0, 222"
0,96,1,"0, 226"
0,97,1,"0, 228"
0,98,7,"0, 230;0, 243;0, 264;0, 313;0, 742;0, 754;0, 1015"
0,99,4,"0, 233;0, 683;0, 967;0, 1012"
0,100,1,"0, 239"
0,101,1,"0, 241"
0,102,2,"0, 244;0, 284"
0,103,1,"0, 246"
0,104,1,"0, 249"
0,105,1,"0, 251"
0,106,1,"0, 253"
0,107,2,"0, 256;0, 726"
0,108,1,"0, 258"
0,109,1,"0, 260"
0,110,3,"0, 263;0, 583;0, 905"
0,111,4,"0, 265;0, 306;0, 663;0, 909"
0,112,1,"0, 266"
0,113,4,"0, 269;0, 478;0, 480;0, 993"
0,114,2,"0, 274;0, 409"
0,115,1,"0, 281"
0,116,1,"0, 291"
0,117,1,"0, 293"
0,118,1,"0, 295"
0,119,1,"0, 298"
0,120,1,"0, 302"
0,121,1,"0, 303"
0,122,2,"0, 309;0, 672"
0,123,1,"0, 310"
0,124,2,"0, 319;0, 691"
0,125,1,"0, 320"
0,126,1,"0, 322"
0,127,1,"0, 324"
0,128,1,"0, 325"
0,129,1,"0, 328"
0,130,1,"0, 329"
0,131,1,"0, 330"
0,132,2,"0, 331;0, 366"
0,133,1,"0, 337"
0,134,1,"0, 339"
0,135,1,"0, 340"
0,136,1,"0, 341"
0,137,1,"0, 346"
0,138,1,"0, 348"
0,139,1,"0, 349"
0,140,1,"0, 352"
0,141,1,"0, 353"
0,142,1,"0, 353"
0,143,1,"0, 354"
0,144,1,"0, 356"
0,145,2,"0, 358;0, 1002"
0,146,1,"0, 363"
0,147,1,"0, 368"
0,148,1,"0, 370"
0,149,1,"0, 372"
0,150,1,"0, 373"
0,151,2,"0, 377;0, 555"
0,152,1,"0, 379"
0,153,1,"0, 380"
0,154,1,"0, 384"
0,155,2,"0, 388;0, 436"
0,156,1,"0, 390"
0,157,1,"0, 401"
0,158,1,"0, 407"
0,159,1,"0, 410"
0,160,2,"0, 414;0, 474"
0,161,1,"0, 424"
0,162,1,"0, 429"
0,163,1,"0, 430"
0,164,1,"0, 433"
0,165,1,"0, 438"
0,166,1,"0, 444"
0,167,1,"0, 445"
0,168,1,"0, 447"
0,169,1,"0, 448"
0,170,3,"0, 452;0, 823;0, 926"
0,171,1,"0, 453"
0,172,1,"0, 454"
0,173,1,"0, 464"
